"key","en","de","fr","ar","es","it"
"payment_method.card_required","Please complete your card details.","Vervollständigen Sie die Kartendaten, um fortzufahren.","Complétez les informations de votre carte pour continuer.","أكمل بيانات البطاقة للمتابعة.","Completa los datos de tu tarjeta para continuar.","Completa i dati della carta per continuare."
"payment_method.create_failed","Unable to create the payment method.","Die Kartenzahlungsmethode konnte nicht erstellt werden.","Impossible de créer le moyen de paiement par carte.","تعذر إنشاء وسيلة الدفع للبطاقة.","No se pudo crear el método de pago con tarjeta.","Impossibile creare il metodo di pagamento della carta."
"payment_method.save_button","Save Payment Method","Karte speichern","Enregistrer la carte","حفظ البطاقة","Guardar tarjeta","Salva carta"
"payment_method.save_failed","Unable to save the payment method.","Die Zahlungsmethode konnte nicht gespeichert werden.","Impossible d'enregistrer le moyen de paiement.","تعذر حفظ وسيلة الدفع.","No se pudo guardar el método de pago.","Impossibile salvare il metodo di pagamento."
"payment_method.subtitle","Add a card securely for this request.","Speichern Sie einmal eine Standardkarte, damit zukünftige Zusatzkosten ohne erneute Karteneingabe genehmigt werden können.","Enregistrez une carte par défaut une seule fois pour approuver de futurs frais supplémentaires sans ressaisir les données de la carte.","احفظ بطاقة افتراضية مرة واحدة حتى تتمكن من الموافقة على الرسوم الإضافية مستقبلاً بدون إعادة إدخال بيانات البطاقة.","Guarda una tarjeta predeterminada una vez para aprobar futuros cargos adicionales sin volver a ingresar los datos de la tarjeta.","Salva una carta predefinita una sola volta per poter approvare in futuro i costi aggiuntivi senza reinserire i dati della carta."
"payment_method.title","Payment Method","Zahlungsmethode","Moyen de paiement","وسيلة الدفع","Método de pago","Metodo di pagamento"
"react-native-reanimated","react-native-reanimated","react-native-reanimated","React Native réanimé","إعادة تحريك react-native","react-native-reanimated","react-native-reanimated"
"request_status.ACCEPTED","Driver accepted","Angebot angenommen","Offre acceptée","تم قبول العرض","Oferta aceptada","Offerta accettata"
"request_status.CANCELLED","Cancelled","Storniert","Annulé","ملغى","Cancelado","Annullato"
"request_status.COMPLETED","Completed","Abgeschlossen","Terminé","مكتمل","Completado","Completato"
"request_status.DELIVERED","Delivered","Zugestellt","Livré","تم التسليم","Entregado","Consegnato"
"request_status.DRAFT","Draft","Entwurf","Brouillon","مسودة","Borrador","Bozza"
"request_status.DRIVER_ARRIVED_PICKUP","Driver arrived at pickup","Fahrer am Abholort angekommen","Chauffeur arrivé au point d’enlèvement","وصل السائق إلى موقع الاستلام","El conductor llegó al punto de recogida","L'autista è arrivato al punto di ritiro"
"request_status.DRIVER_ASSIGNED","Driver assigned","Fahrer zugewiesen","Chauffeur attribué","تم تعيين السائق","Conductor asignado","Autista assegnato"
"request_status.DRIVER_GOING_TO_DROPOFF","Driver is going to dropoff","Fahrer unterwegs zur Lieferung","Chauffeur en route vers la livraison","السائق في طريقه إلى التسليم","Conductor de camino a la entrega","L'autista è in viaggio verso la consegna"
"request_status.DRIVER_GOING_TO_PICKUP","Driver is going to pickup","Fahrer unterwegs zur Abholung","Chauffeur en route vers l’enlèvement","السائق في طريقه إلى الاستلام","Conductor de camino a la recogida","L'autista è in viaggio verso il ritiro"
"request_status.IN_TRANSIT","In transit","Unterwegs","En transit","قيد النقل","En tránsito","In transito"
"request_status.ITEM_PICKED_UP","Item picked up","Artikel abgeholt","Article récupéré","تم استلام العنصر","Artículo recogido","Articolo ritirato"
"request_status.PENDING_QUOTES","Waiting for driver offers","Wartet auf Fahrerangebote","En attente d’offres de chauffeurs","بانتظار عروض السائقين","Esperando ofertas de conductores","In attesa delle offerte degli autisti"
"request_status.PICKUP_IN_PROGRESS","Pickup in progress","Abholung läuft","Enlèvement en cours","جارٍ الاستلام","Recogida en curso","Ritiro in corso"
"request_status.QUOTED","Choose your driver","Angebote erhalten","Offres reçues","تم استلام العروض","Ofertas recibidas","Offerte ricevute"
"sets up the tab navigator.","sets up the tab navigator.","Richtet den Tab-Navigator ein.","configure le navigateur d'onglets.","يقوم بإعداد متصفح علامات التبويب.","Configura el navegador de pestañas.","configura il navigatore a schede."
"shipment","shipment","Lieferung","expédition","شحنة","envío","spedizione"
"src/app/_layout.tsx","src/app/_layout.tsx","src/app/_layout.tsx","src/app/_layout.tsx","src/app/_layout.tsx","src/app/_layout.tsx","src/app/_layout.tsx"
"src/app/explore.tsx","src/app/explore.tsx","src/app/explore.tsx","src/app/explore.tsx","src/app/explore.tsx","src/app/explore.tsx","src/app/explore.tsx"
"src/app/index.tsx","src/app/index.tsx","src/app/index.tsx","src/app/index.tsx","src/app/index.tsx","src/app/index.tsx","src/app/index.tsx"
"src/components/ui/collapsible.tsx","src/components/ui/collapsible.tsx","src/components/ui/collapsible.tsx","src/components/ui/collapsible.tsx","src/components/ui/collapsible.tsx","src/components/ui/collapsible.tsx","src/components/ui/collapsible.tsx"
"suffixes to provide files for different screen densities.","suffixes to provide files for different screen densities.","Suffixe, um Dateien für unterschiedliche Bildschirmdichten bereitzustellen.","suffixes pour fournir des fichiers pour différentes densités d’écran.","لاحقات لتوفير ملفات لكثافات الشاشة المختلفة.","sufijos para proporcionar archivos para diferentes densidades de pantalla.","suffissi per fornire file per diverse densità dello schermo."
"there","there","da","vous","هناك","allí","lì"
"useAppLanguage must be used inside LocalizationProvider.","useAppLanguage must be used inside LocalizationProvider.","useAppLanguage muss innerhalb von LocalizationProvider verwendet werden.","useAppLanguage doit être utilisé dans LocalizationProvider.","يجب استخدام useAppLanguage داخل LocalizationProvider.","useAppLanguage debe usarse dentro de LocalizationProvider.","useAppLanguage deve essere utilizzato all'interno di LocalizationProvider."
"useColorScheme()","useColorScheme()","useColorScheme()","utiliserSchémaDeCouleurs()","useColorScheme()","usarEsquemaDeColor()","useColorScheme()"
"vehicleRequest.additionalIssues","Additional requirements (multiple choices)","Zusätzliche Anforderungen (Mehrfachauswahl)","Besoins supplémentaires (choix multiples)","مشاكل ومتطلبات إضافية (اختيارات متعددة)","Necesidades adicionales (selección múltiple)","Esigenze aggiuntive (scelta multipla)"
"vehicleRequest.back","Back","Zurück","Retour","رجوع","Atrás","Indietro"
"vehicleRequest.body.CONVERTIBLE","Convertible","Cabriolet","Cabriolet","مكشوفة","Descapotable","Cabriolet"
"vehicleRequest.body.COUPE","Coupe","Coupé","Coupé","كوبيه","Cupé","Coupé"
"vehicleRequest.body.ESTATE","Estate","Kombi","Break","ستيشن","Familiar","Station wagon"
"vehicleRequest.body.HATCHBACK","Hatchback","Schrägheck","Berline à hayon","هاتشباك","Hatchback","Due volumi"
"vehicleRequest.body.OTHER","Other","Sonstige","Autre","أخرى","Otro","Altro"
"vehicleRequest.body.PICKUP","Pickup","Pickup","Pick-up","بيك أب","Pickup","Pick-up"
"vehicleRequest.body.SEDAN","Sedan","Limousine","Berline","سيدان","Sedán","Berlina"
"vehicleRequest.body.SUV","SUV","SUV","SUV","دفع رباعي","SUV","SUV"
"vehicleRequest.body.VAN","Van","Van / Transporter","Fourgon","فان","Furgoneta","Furgone"
"vehicleRequest.bodyType","Body type","Karosserietyp","Type de carrosserie","نوع الهيكل","Tipo de carrocería","Tipo di carrozzeria"
"vehicleRequest.brand","Make","Marke","Marque","الماركة","Marca","Marca"
"vehicleRequest.calculatingDistance","Calculating distance…","Entfernung wird berechnet …","Calcul de la distance…","جارٍ حساب المسافة…","Calculando distancia…","Calcolo della distanza…"
"vehicleRequest.camera","Take photo","Foto aufnehmen","Prendre une photo","التقاط صورة","Hacer foto","Scatta foto"
"vehicleRequest.catalogUnavailable","The vehicle list is unavailable. You can enter the details manually.","Die Fahrzeugliste ist nicht verfügbar. Sie können die Daten manuell eingeben.","La liste est indisponible. Vous pouvez saisir les données manuellement.","قائمة السيارات غير متاحة. يمكنك إدخال البيانات يدوياً.","La lista no está disponible. Puedes introducir los datos manualmente.","L’elenco non è disponibile. Puoi inserire i dati manualmente."
"vehicleRequest.checkLookup","Please check the vehicle data and complete any missing fields.","Bitte Fahrzeugdaten prüfen und fehlende Angaben ergänzen.","Vérifiez les données et complétez les champs manquants.","يرجى مراجعة بيانات السيارة وإكمال الحقول الناقصة.","Revisa los datos del vehículo y completa los campos que faltan.","Controlla i dati del veicolo e completa i campi mancanti."
"vehicleRequest.close","Close","Schließen","Fermer","إغلاق","Cerrar","Chiudi"
"vehicleRequest.confirmDropoff","Confirm delivery address","Lieferadresse bestätigen","Confirmer l’adresse de livraison","تأكيد عنوان التسليم","Confirmar dirección de entrega","Conferma indirizzo di consegna"
"vehicleRequest.confirmPickup","Confirm pickup address","Abholadresse bestätigen","Confirmer l’adresse d’enlèvement","تأكيد عنوان الاستلام","Confirmar dirección de recogida","Conferma indirizzo di ritiro"
"vehicleRequest.continue","Continue","Weiter","Continuer","متابعة","Continuar","Continua"
"vehicleRequest.currentLocation","Use current location","Aktuellen Standort verwenden","Utiliser ma position","استخدام موقعي الحالي","Usar ubicación actual","Usa la posizione attuale"
"vehicleRequest.date","Date","Datum","Date","التاريخ","Fecha","Data"
"vehicleRequest.distance","Distance","Entfernung","Distance","المسافة","Distancia","Distanza"
"vehicleRequest.distanceUnavailable","Distance unavailable","Entfernung nicht verfügbar","Distance indisponible","المسافة غير متاحة","Distancia no disponible","Distanza non disponibile"
